,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.00016696405010667136,0.0001874545697185055,5.17065902216661e-08,7.854992828011693e-08,0.30890598213977893,1.2161572852765212,0.00022739083143712304,0.00028026760119592297,99.34575453259632,99.01708129052838
