,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.00018130555093382649,0.00020480471098846504,6.80449049258218e-08,1.1164882111783371e-07,0.40565059855051794,1.6139723770307417,0.00026085418326302876,0.00033413892487681483,99.13963206134994,98.59911894081989
