,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.00018154139713585072,0.00020246831269923922,6.756864410080205e-08,1.0870181441708935e-07,0.4028799410852678,3.5814441074033017,0.0002599396931997921,0.00032969958206993433,99.14370148884588,98.67324417634826
