,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,3.8960639120484454e-05,3.875498220057031e-05,2.5557668949016942e-09,2.5733254318244113e-09,0.015231513712416246,0.06069571216108928,5.05545932127012e-05,5.072795513150921e-05,99.9677629773848,99.96739641538845
