,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.000180625205835322,0.00020690342059260323,6.716875859075125e-08,1.230804235899195e-07,0.3994963319986381,3.6412144991784885,0.0002591693627548427,0.0003508281966859555,99.15297140452064,98.4302210733346
