,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.00018463518886774392,0.00020958606977749923,6.654880249088974e-08,1.2201570232881518e-07,0.396137221620607,3.580570757378026,0.0002579705457816643,0.00034930746102655063,99.16116975265538,98.43741610116459
