,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.00017024749710640045,0.0001693071469071265,4.3164324514516326e-08,4.2625540353684966e-08,0.2559356594521368,2.3540813002344776,0.00020776025730277753,0.000206459536843627,99.45873042433388,99.446257733119
