,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.0001255431547208491,0.00015440180095239246,2.332565406787789e-08,6.808821843743866e-08,0.13896044366410162,0.5547874003724761,0.00015272738480010025,0.00026093719251467134,99.70540657484848,99.14176493750227
