,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.00017936151101128548,0.00020105081181236403,6.64395310731652e-08,1.1063273643478178e-07,0.3949552170891768,3.618712873541324,0.0002577586682793911,0.0003326149973088733,99.16160119893073,98.59735234672324
