,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.00017097611365139644,0.00016984947485175673,4.351536987130834e-08,4.3235767106766385e-08,0.25933701317513624,1.0334261585283815,0.00020860337933817933,0.00020793212139245438,99.45112131883033,99.45221036807945
