,mae_train,mae_test,mse_train,mse_test,nmse_train,nmse_test,rmse_train,rmse_test,r_squared_train,r_squared_test
0,0.00018132675629652583,0.00020879983817026336,6.63495754411255e-08,1.1321641007827592e-07,0.3943717259735196,3.617910329203523,0.0002575841133321803,0.00033647646288897525,99.16385016927262,98.54727505070012
